11,0.842283365,-0.007335108,6,0,"[11] Earth Tubes: affordable and clean energy, eco-friendly, sustainable energy"
17,0.707790787,-0.194764109,6,0,"[17] HDB Greenprint: sustainable, sustainable energy, eco-friendly"
93,0.913884648,0.08976746,6,1,"[93] Kensington Roof Gardens: cool roofs, heat island, sustainable"
214,-0.662060065,-0.106317529,7,1,"[214] Thermal Efficiency-T-shirt: heat resilience, elastocaloric cooling, heat policy"
215,-0.662060065,-0.106317529,7,1,"[215] Ultra White Paint: heat resilience, elastocaloric cooling, heat policy"
217,-0.662060065,-0.106317529,7,1,"[217] Bladeless Ceiling Fan: heat resilience, elastocaloric cooling, heat policy"
183,-0.408979952,0.123463055,8,0,"[183] Geothermal Cooling: geothermal cooling, biomimicry cooling, radiation cooling"
194,-0.235553754,0.038624812,8,0,"[194] Ground-Source Heat Pumps-Low Lying Buildings: geothermal cooling, renewable energy, sustainable energy"
28,-0.364948861,-0.277960179,8,1,"[28] Veolia District Cooling: geothermal cooling, sustainable energy, energy efficiency"
32,-0.310792647,-0.059463967,8,0,"[32] Green Energy GeoThermal Cooling System: geothermal cooling, heat resilience, sustainable energy"
35,-0.216768221,-0.036136498,8,0,"[35] GeoThermal Cooling System System in Richmond Hill, Ontario: geothermal cooling, affordable and clean energy, sustainable energy"
133,1.165110305,0.405097948,9,0,"[133] Car Free Zones: eco-friendly, architectual, innovating material"
192,0.997550035,0.270244586,9,0,"[192] Sustainable Architecture: cool roofs, architectual, heat island"
12,0.292138841,-0.464960439,10,0,"[12] Marina One: sustainable, eco-friendly, sustainable energy"
191,0.436491881,-0.39331092,10,0,"[191] Ecology Based Approach and Design: sustainable, eco-friendly, sustainable energy"
176,0.30455175,-0.445292151,11,1,"[176] Energy Communities Repository: sustainable energy, renewable energy, affordable and clean energy"
234,0.330138954,-0.412005882,11,0,"[234] Ambitious Building Codes: sustainable energy, renewable energy, sustainable"
13,0.569191147,-0.291404826,12,0,"[13] BCA Green Mark: sustainable, sustainable energy, innovating material"
241,0.617935988,-0.176559959,12,0,"[241] ChotuKool: eco-friendly, innovating material, sustainable"
56,0.492815205,-0.072858724,12,0,"[56] Comfy's Radiant Cooling: innovation and infrastructure, innovating material, architectual"
178,0.965111272,0.170081819,13,3,"[178] Academic Institutions: innovating material, rating system, health policy"
197,1.004517317,0.0634039,13,0,"[197] Insulation: innovating material, architectual, sustainable"
69,0.965111272,0.170081819,13,3,"[69] Egyptian Mashrabiya: innovating material, rating system, health policy"
53,0.826641847,-0.053787272,14,0,"[53] Roofmeadow's Green Roofs: architectual, cool roofs, innovating material"
71,0.579068251,0.050427956,14,0,"[71] Brise soleil: architectual, drainage system, cool roofs"
74,0.579068251,0.050427956,14,0,"[74] External shutters: architectual, drainage system, cool roofs"
75,0.579068251,0.050427956,14,0,"[75] Solar shading: architectual, drainage system, cool roofs"
90,0.743698168,0.093802576,14,0,"[90] The Algae Roof: architectual, innovating material, sustainable"
111,0.638369579,-0.076111194,15,1,"[111] Sponge Cities: paving, stormwater and rainwater, cool roofs"
161,0.723782466,-0.145430706,15,1,"[161] Restoring Streams: drainage system, innovation and infrastructure, stormwater and rainwater"
1,0.10523831,0.114764541,16,0,"[1] Earth Shelter: cool roofs, sustainable energy, energy efficiency"
101,0.564718721,-0.035531235,16,0,"[101] Misting Systems for Greenhouses: cool roofs, renewable energy, sustainable energy"
20,0.485722238,-0.05238243,16,0,"[20] Chitra Vishwanath Architects: sustainable energy, eco-friendly, energy efficiency"
204,0.085128985,-0.081114763,16,0,"[204] Oasia Hotel Singapore: sustainable, sustainable energy, cool roofs"
220,0.095169351,-0.075077176,16,1,"[220] Eco-Friendly Lagoon: eco-friendly, cool roofs, affordable and clean energy"
37,0.345599868,-0.051906027,16,0,"[37] Straw Bale Buildings: eco-friendly, affordable and clean energy, sustainable energy"
50,0.506261835,0.11167039,16,0,"[50] Fiberglass Insulation: innovating material, eco-friendly, affordable and clean energy"
108,0.744487638,0.275970407,17,0,"[108] Passive Cooling: architectual, innovation and infrastructure, interdisciplinary cooperation"
109,0.774982262,0.231048533,17,0,"[109] Ventilated Glass Facade Systems: innovating material, cool roofs, architectual"
115,0.666836685,0.390832559,17,0,"[115] Air Curtains: cool roofs, geothermal cooling, evaporative and ventilation cooling"
153,0.808220471,0.363280962,17,0,"[153] Cathedral or Domed and High ceiling: cool roofs, innovating material, architectual"
110,-0.187056944,0.076361541,18,1,"[110] Cool Pavements: reflection cooling, paving, cool roofs"
39,-0.181964877,0.237643105,18,1,"[39] CoolSeal: reflection cooling, cool roofs, paving"
114,-0.39247579,0.302024707,19,0,"[114] Phase Change Materials (PCMs): evaporative and ventilation cooling, air-conditioning cooling, geothermal cooling"
246,-0.323997588,0.243409924,19,0,"[246] VRF Sytem Field Test Database Development: evaporative and ventilation cooling, air-conditioning cooling, energy efficiency"
155,-0.40972092,0.502563391,20,0,"[155] Adaptive Comfort Models: evaporative and ventilation cooling, air-conditioning cooling, passive cooling"
4,-0.385958788,0.386591001,20,0,"[4] Courtyard Design: evaporative and ventilation cooling, air-conditioning cooling, passive cooling"
24,-0.548688263,0.382592232,21,0,"[24] EcoCooling: evaporative and ventilation cooling, biomimicry cooling, air-conditioning cooling"
36,-0.381018261,0.311156534,21,0,"[36] Evaporative Cooling Chambers: evaporative and ventilation cooling, biomimicry cooling, elastocaloric cooling"
23,-0.498963063,0.41784751,22,1,"[23] Swamp Cooler: air-conditioning cooling, evaporative and ventilation cooling, biomimicry cooling"
243,-0.333646705,0.438787196,22,0,"[243] Electrochemical Compression and Dehumidification: evaporative and ventilation cooling, air-conditioning cooling, elastocaloric cooling"
42,-0.322392063,0.393881508,23,0,"[42] Ice Bank Energy Storage: biomimicry cooling, passive cooling, elastocaloric cooling"
43,-0.331335662,0.295137337,23,0,"[43] FAFCO: air-conditioning cooling, geothermal cooling, radiation cooling"
44,-0.216648577,0.501867304,23,0,"[44] Cryogel: biomimicry cooling, elastocaloric cooling, absorption cooling"
46,-0.312308943,0.196026537,23,0,"[46] Viking Cold Solutions: biomimicry cooling, sustainable energy, air-conditioning cooling"
113,-0.287494265,-0.545187775,24,1,"[113] Using Propane as a refrigerant: climate change and issues, heat island, heat policy"
144,-0.250751921,-0.58273701,24,1,"[144] Sustaining Heat Action: climate change and issues, heat resilience, heat policy"
149,-0.287494265,-0.545187775,24,1,"[149] Efficient use of Air Conditioning and use of Artificial Shading: climate change and issues, heat island, heat policy"
150,-0.287494265,-0.545187775,24,1,"[150] Urban Planning and Design Innovations -The Singapore Model: climate change and issues, heat island, heat policy"
151,-0.287494265,-0.545187775,24,1,"[151] Early Warning from Meteriological Agencies: climate change and issues, heat island, heat policy"
174,-0.263341373,-0.244369475,25,1,"[174] Human Made Wetlands: heat health risks, heat island, heat resilience"
209,-0.186317332,-0.352351,25,1,"[209] Smart Growth Network: heat island, heat policy, heat resilience"
211,-0.306735627,-0.243998238,25,1,"[211] Compendium of strategies: heat island, heat policy, heat resilience"
120,-0.626926855,-0.319638583,26,1,"[120] The Global Covenant of Mayors on Climate Action: heat policy, geothermal cooling, climate change and issues"
126,-0.58574537,-0.296495966,26,1,"[126] Naming and Ranking Heat Waves: heat resilience, heat policy, heat health risks"
127,-0.58574537,-0.296495966,26,1,"[127] Investing in Capacity Building and Training: heat resilience, heat policy, heat health risks"
159,-0.748359161,-0.219170611,26,1,"[159] The Cool Coalition: air-conditioning cooling, heat resilience, heat policy"
165,-0.489942261,-0.194155907,26,1,"[165] Skill Development of Households: cool roofs, heat policy, sustainable energy"
175,-0.536623676,-0.287198772,26,1,"[175] Inspiring a Learning Community: heat policy, heat resilience, heat health risks"
184,-0.420840907,-0.261712204,26,1,"[184] Developing an Innovative Digital Urban Climate Twin: heat island, climate change and issues, heat policy"
237,-0.560052119,-0.2738072,26,1,"[237] Reduce Energy Poverty: heat resilience, heat policy, climate change and issues"
225,-0.754104258,0.358275588,27,0,"[225] Innovative MIT Passive Cooling System: passive cooling, air-conditioning cooling, radiation cooling"
58,-0.662032852,0.257179869,27,0,"[58] Messana's Radiant Cooling: radiation cooling, passive cooling, geothermal cooling"
60,-0.598440708,0.281637054,27,0,"[60] Klima-Therm's Radiant Cooling: radiation cooling, air-conditioning cooling, geothermal cooling"
118,-0.32445018,-0.259979138,28,1,"[118] Recruiting Chief Heat Officers: heat policy, heat resilience, heat health risks"
122,-0.086157497,-0.244609875,28,0,"[122] Identifying and Securing Funding for Cooling Interventions: heat resilience, heat policy, heat health risks"
167,-0.111051298,-0.23244342,28,1,"[167] Simple-Low-Budget Steps: heat policy, heat resilience, heat health risks"
227,-0.215151349,-0.302841806,28,1,"[227] Launching a Heat Mitigation Program: heat policy, heat resilience, climate change and issues"
213,-0.539125454,0.1708991,29,0,"[213] Porous Polymer: cool roofs, reflection cooling, heat resilience"
222,-0.600877944,0.335434145,29,0,"[222] Transparent Radiative Cooler: radiation cooling, reflection cooling, air-conditioning cooling"
134,-0.263797963,-0.16520549,30,1,"[134] Changing Hospital Layout: heat health risks, heat policy, heat resilience"
157,-0.097244009,-0.191432577,30,4,"[157] Heat Action Plans: heat policy, heat health risks, health policy"
168,-0.072725049,-0.055932195,30,1,"[168] Expanding the Warning System: heat health risks, heat policy, heat resilience"
169,-0.072725049,-0.055932195,30,1,"[169] Community Engagement and Self-Advocation: heat health risks, heat policy, heat resilience"
180,-0.171237989,0.019131313,30,1,"[180] School and Child Care Providers Measures: heat policy, heat health risks, heat resilience"
129,-0.176323907,-0.267776193,31,1,"[129] Update collection and Analysis of Heat Health data: heat resilience, heat health risks, heat policy"
132,-0.176323907,-0.267776193,31,1,"[132] Employ Legal Mechanisms to prioritize protecting heat vulnerable communities: heat resilience, heat health risks, heat policy"
228,-0.68416247,0.007063282,32,0,"[228] Novel Refrigerants and Innovative Energy Storage System: air-conditioning cooling, radiation cooling, geothermal cooling"
229,-0.778583904,-0.027613432,32,0,"[229] ThermoTerra: evaporative and ventilation cooling, heat resilience, geothermal cooling"
9,-0.675411182,0.02016789,32,0,"[9] Bamboo Structures: air-conditioning cooling, heat resilience, evaporative and ventilation cooling"
218,-0.649972627,0.150568,33,0,"[218] Cooling Paper: radiation cooling, biomimicry cooling, elastocaloric cooling"
226,-0.641983857,0.085088224,33,0,"[226] Smart Anti-Heat Coating for Buildings: air-conditioning cooling, evaporative and ventilation cooling, elastocaloric cooling"
152,-0.382881658,0.164867589,34,0,"[152] Porches: cool roofs, air-conditioning cooling, evaporative and ventilation cooling"
154,-0.382881658,0.164867589,34,0,"[154] UV blocking Glass: cool roofs, air-conditioning cooling, evaporative and ventilation cooling"
182,-0.382881658,0.164867589,34,0,"[182] Old Times Technique: cool roofs, air-conditioning cooling, evaporative and ventilation cooling"
146,-0.41958747,0.092976831,35,0,"[146] Light Colored Cooling Roofs: cool roofs, reflection cooling, elastocaloric cooling"
48,-0.569702598,0.216853408,35,0,"[48] Radiant Cooling Paint: cool roofs, radiation cooling, absorption cooling"
